Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_Room,Year_sold
Avondale Heights,63 Doyle St,3,h,642000,SP,Moonee,8/28/2016,10.5,3034,3,1,1,590,Moonee Valley,-37.7567,144.8572,Western Metropolitan,4502,214000,2016
Avondale Heights,235 Military Rd,3,h,863000,S,Barry,8/28/2016,10.5,3034,3,2,3,638,Moonee Valley,-37.7546,144.8585,Western Metropolitan,4502,287666.6667,2016
Avondale Heights,57 North Rd,3,h,740000,SP,Moonee,8/28/2016,10.5,3034,3,1,2,607,Moonee Valley,-37.7546,144.857,Western Metropolitan,4502,246666.6667,2016
Balaclava,18 Linton St,4,h,1819000,S,Gary,9/3/2016,6.6,3183,3,2,1,244,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952,454750,2016
Balaclava,7/72 Grosvenor St,2,u,410000,PI,hockingstuart,12/3/2016,6.6,3183,2,1,2,0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952,205000,2016
Balaclava,3/88 Grosvenor St,1,u,280000,VB,hockingstuart,5/7/2016,6.6,3183,1,1,1,0,Port Phillip,-37.8733,144.997,Southern Metropolitan,2952,280000,2016
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,11/7/2016,6.6,3183,2,1,2,114,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952,507500,2016
Balaclava,4/9 Gourlay St,2,u,502500,S,Buxton,10/15/2016,6.6,3183,2,1,1,0,Port Phillip,-37.8725,144.9952,Southern Metropolitan,2952,251250,2016
Balaclava,1/22 Sycamore Gr,2,u,520000,S,Gary,10/15/2016,6.6,3183,2,1,0,0,Port Phillip,-37.8742,144.9972,Southern Metropolitan,2952,260000,2016
Balaclava,6/23 Gourlay St,2,u,442000,SP,Buxton,9/17/2016,6.6,3183,2,1,1,0,Port Phillip,-37.8726,144.9962,Southern Metropolitan,2952,221000,2016
Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,6/18/2016,6.6,3183,3,1,1,178,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952,397666.6667,2016
Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,6/18/2016,6.6,3183,2,1,1,0,Port Phillip,-37.8678,144.9966,Southern Metropolitan,2952,208000,2016
Balaclava,2/360 Carlisle St,2,u,820000,S,Gary,11/19/2016,6.6,3183,2,1,1,0,Port Phillip,-37.8691,144.9974,Southern Metropolitan,2952,410000,2016
Balaclava,2/19 Camden St,2,u,474000,S,hockingstuart,5/22/2016,6.6,3183,2,1,1,0,Port Phillip,-37.8667,144.9917,Southern Metropolitan,2952,237000,2016
Balaclava,1/17 Albion St,2,h,981000,S,Buxton,2/25/2017,6.6,3183,2,1,0,159,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952,490500,2017
Balaclava,10 Grosvenor St,3,h,1690000,S,McGrath,2/25/2017,6.6,3183,3,2,2,339,Port Phillip,-37.872,144.9909,Southern Metropolitan,2952,563333.3333,2017
Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,6/27/2016,6.6,3183,2,1,1,483,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952,270000,2016
Balaclava,41 Marlborough St,3,h,1080000,S,Buxton,6/27/2016,6.6,3183,3,1,1,157,Port Phillip,-37.8696,144.9925,Southern Metropolitan,2952,360000,2016
Balaclava,15/36 Brighton Rd,1,u,500000,SP,Biggin,11/27/2016,6.6,3183,1,1,0,0,Port Phillip,-37.873,144.9907,Southern Metropolitan,2952,500000,2016
Balaclava,5/11 Albion St,2,u,497500,PI,hockingstuart,8/28/2016,6.6,3183,2,0,0,0,Port Phillip,-37.8739,144.9929,Southern Metropolitan,2952,248750,2016
Balwyn,166 Gordon St,2,h,2100000,S,Marshall,9/3/2016,9.7,3103,2,1,1,659,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682,1050000,2016
Balwyn,36 Narrak Rd,4,h,1800000,VB,Marshall,9/3/2016,9.7,3103,4,2,2,715,Boroondara,-37.811,145.0958,Southern Metropolitan,5682,450000,2016
Balwyn,2/16 Westminster St,2,t,1255000,S,Noel,9/3/2016,9.7,3103,2,1,1,208,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682,627500,2016
Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,12/3/2016,9.7,3103,3,2,2,206,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682,356666.6667,2016
Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,12/3/2016,9.7,3103,5,3,2,715,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682,514000,2016
Balwyn,27 Bevan St,4,h,2400000,VB,RW,12/3/2016,9.7,3103,4,2,2,744,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682,600000,2016
Balwyn,129 Gordon St,3,h,2200000,S,North,12/3/2016,9.7,3103,3,3,2,651,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682,733333.3333,2016
Balwyn,4 Melba Ct,5,h,3250000,PI,hockingstuart,12/3/2016,9.7,3103,5,5,2,651,Boroondara,-37.8071,145.0908,Southern Metropolitan,5682,650000,2016
Balwyn,5/14 Parring Rd,2,u,806000,S,Noel,12/3/2016,9.7,3103,2,1,1,122,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682,403000,2016
Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,12/3/2016,9.7,3103,6,4,7,2051,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682,666666.6667,2016
Balwyn,3/10 Westminster St,2,h,1215000,S,Jellis,12/3/2016,9.7,3103,2,2,2,0,Boroondara,-37.8134,145.0972,Southern Metropolitan,5682,607500,2016
Balwyn,22 Yongala St,5,h,2250000,PI,Noel,12/3/2016,9.7,3103,5,3,2,600,Boroondara,-37.8061,145.0801,Southern Metropolitan,5682,450000,2016
Balwyn,3/30 Cremorne St,2,u,812000,S,Jellis,3/4/2017,9.7,3103,2,1,1,206,Boroondara,-37.8092,145.0778,Southern Metropolitan,5682,406000,2017
Balwyn,9/5 Boston Rd,3,h,1140000,S,Nelson,6/4/2016,9.7,3103,3,2,2,175,Boroondara,-37.8162,145.0771,Southern Metropolitan,5682,380000,2016
Balwyn,17 Gordon St,3,h,2330000,S,Marshall,6/4/2016,9.7,3103,3,2,1,853,Boroondara,-37.807,145.0635,Southern Metropolitan,5682,776666.6667,2016
Balwyn,40 Metung St,5,h,2800000,VB,Marshall,6/4/2016,9.7,3103,5,3,2,678,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682,560000,2016
Balwyn,4/30 Weir St,2,u,605000,S,Marshall,6/4/2016,9.7,3103,2,1,1,0,Boroondara,-37.8152,145.0843,Southern Metropolitan,5682,302500,2016
Balwyn,1/37 Yongala St,3,h,1255000,PI,Noel,6/4/2016,9.7,3103,3,2,2,308,Boroondara,-37.8056,145.0788,Southern Metropolitan,5682,418333.3333,2016
Balwyn,142 Balwyn Rd,2,h,1850000,VB,Fletchers,8/6/2016,9.7,3103,3,1,1,1015,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682,925000,2016
Balwyn,9/11 Parring Rd,2,u,805000,S,Noel,8/6/2016,9.7,3103,3,1,1,209,Boroondara,-37.8125,145.0901,Southern Metropolitan,5682,402500,2016
Balwyn,4/3 King St,3,h,700000,VB,Marshall,5/7/2016,9.7,3103,3,1,1,188,Boroondara,-37.8065,145.065,Southern Metropolitan,5682,233333.3333,2016
Balwyn,27 Nungerner St,4,h,2130000,PI,Jellis,5/7/2016,9.7,3103,4,2,2,664,Boroondara,-37.8055,145.0699,Southern Metropolitan,5682,532500,2016
Balwyn,3/18 Weir St,2,h,500000,S,Marshall,5/7/2016,9.7,3103,2,1,1,0,Boroondara,-37.8162,145.0841,Southern Metropolitan,5682,250000,2016
Balwyn,3 Westminster St,3,h,2125000,SP,Jellis,5/7/2016,9.7,3103,3,2,2,699,Boroondara,-37.814,145.0966,Southern Metropolitan,5682,708333.3333,2016
Balwyn,13 Naroo St,4,h,1800000,PI,Jellis,10/8/2016,9.7,3103,3,2,2,577,Boroondara,-37.8032,145.0693,Southern Metropolitan,5682,450000,2016
Balwyn,101/201 Whitehorse Rd,2,u,635000,S,Fletchers,10/8/2016,9.7,3103,2,1,1,0,Boroondara,-37.8116,145.0724,Southern Metropolitan,5682,317500,2016
Balwyn,1/252 Union Rd,2,u,526000,S,hockingstuart,9/10/2016,9.7,3103,2,1,1,0,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682,263000,2016
Balwyn,9/204 Whitehorse Rd,1,h,390000,VB,Jellis,9/10/2016,9.7,3103,1,1,1,740,Boroondara,-37.8125,145.0775,Southern Metropolitan,5682,390000,2016
Balwyn,1/18 Belmore Rd,3,h,905000,S,Kay,12/10/2016,9.7,3103,3,1,2,281,Boroondara,-37.8013,145.0652,Southern Metropolitan,5682,301666.6667,2016
Balwyn,316 Belmore Rd,4,h,1750000,PI,Ascend,12/10/2016,9.7,3103,4,3,2,453,Boroondara,-37.8044,145.1006,Southern Metropolitan,5682,437500,2016
Balwyn,11/22 Brenbeal St,2,t,760000,S,Christopher,12/10/2016,9.7,3103,2,1,1,121,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682,380000,2016
Balwyn,18 Fitzgerald St,4,h,3180000,S,Kay,12/10/2016,9.7,3103,4,3,4,1148,Boroondara,-37.8088,145.0991,Southern Metropolitan,5682,795000,2016
Balwyn,3/3 Iramoo St,3,t,1367000,S,Jellis,12/10/2016,9.7,3103,3,2,2,219,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682,455666.6667,2016
Balwyn,18 Metung St,5,h,3600000,SP,Marshall,12/10/2016,9.7,3103,5,3,2,678,Boroondara,-37.8063,145.0705,Southern Metropolitan,5682,720000,2016
Balwyn,25 Percy St,5,h,2550000,S,Marshall,12/10/2016,9.7,3103,5,3,2,642,Boroondara,-37.8096,145.0735,Southern Metropolitan,5682,510000,2016
Balwyn,2/8 Evelina St,4,t,1400000,PI,Noel,11/12/2016,9.7,3103,4,3,2,241,Boroondara,-37.8042,145.1042,Southern Metropolitan,5682,350000,2016
Balwyn,5 Millah Rd,4,h,3270000,S,Fletchers,11/12/2016,9.7,3103,4,2,4,935,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682,817500,2016
Balwyn,6/10 Brenbeal St,2,u,625000,PI,Jellis,8/13/2016,9.7,3103,2,1,1,115,Boroondara,-37.8122,145.0879,Southern Metropolitan,5682,312500,2016
Balwyn,4/4 Raynes St,2,t,700000,VB,Noel,8/13/2016,9.7,3103,2,1,1,104,Boroondara,-37.8061,145.0878,Southern Metropolitan,5682,350000,2016
Balwyn,1 Weston St,3,h,1860000,S,Marshall,5/14/2016,9.7,3103,3,1,4,671,Boroondara,-37.8117,145.0775,Southern Metropolitan,5682,620000,2016
Balwyn,38 Frederick St,4,h,2730000,S,RT,10/15/2016,9.7,3103,4,3,2,674,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682,682500,2016
Balwyn,7 Power St,5,h,2020000,S,Marshall,4/16/2016,9.7,3103,5,2,2,611,Boroondara,-37.8116,145.0789,Southern Metropolitan,5682,404000,2016
Balwyn,6/29 Weir St,2,u,460000,VB,Jellis,4/16/2016,9.7,3103,2,1,1,0,Boroondara,-37.8152,145.0839,Southern Metropolitan,5682,230000,2016
Balwyn,150 Balwyn Rd,4,h,2250000,SA,Jellis,7/16/2016,9.7,3103,3,1,2,832,Boroondara,-37.8068,145.0827,Southern Metropolitan,5682,562500,2016
Balwyn,3/94 Balwyn Rd,2,u,1053000,S,Fletchers,7/16/2016,9.7,3103,2,1,2,231,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682,526500,2016
Balwyn,1/7 Boston Rd,3,h,1800000,VB,Marshall,7/16/2016,9.7,3103,3,2,2,380,Boroondara,-37.8161,145.0772,Southern Metropolitan,5682,600000,2016
Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,7/16/2016,9.7,3103,3,2,2,306,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682,490666.6667,2016
Balwyn,53 Metung St,3,h,2120000,S,Jellis,9/17/2016,9.7,3103,3,1,2,651,Boroondara,-37.8036,145.0715,Southern Metropolitan,5682,706666.6667,2016
Balwyn,87 Yerrin St,3,h,1910000,S,Jellis,9/17/2016,9.7,3103,3,1,2,697,Boroondara,-37.8044,145.0853,Southern Metropolitan,5682,636666.6667,2016
Balwyn,5/95 Balwyn Rd,2,u,754000,PI,Marshall,3/18/2017,9.7,3103,2,1,1,87,Boroondara,-37.8134,145.081,Southern Metropolitan,5682,377000,2017
Balwyn,2 Birtles Ct,5,h,3000000,VB,Jellis,6/18/2016,9.7,3103,5,5,2,671,Boroondara,-37.8025,145.0665,Southern Metropolitan,5682,600000,2016
Balwyn,49 Metung St,5,h,3400000,VB,Jellis,6/18/2016,9.7,3103,5,6,4,739,Boroondara,-37.8039,145.0714,Southern Metropolitan,5682,680000,2016
Balwyn,29 Bevan St,4,h,2188000,S,Marshall,11/19/2016,9.7,3103,4,2,2,752,Boroondara,-37.8149,145.0747,Southern Metropolitan,5682,547000,2016
Balwyn,2/30 Kalimna St,2,u,755000,PI,Noel,11/19/2016,9.7,3103,2,1,1,213,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682,377500,2016
Balwyn,1 Knutsford St,4,h,2900000,VB,Marshall,5/22/2016,9.7,3103,4,3,2,596,Boroondara,-37.815,145.076,Southern Metropolitan,5682,725000,2016
Balwyn,262 Union Rd,4,h,3290000,S,Jellis,5/22/2016,9.7,3103,4,3,2,1007,Boroondara,-37.8135,145.0995,Southern Metropolitan,5682,822500,2016
Balwyn,25 Kalimna St,5,h,2665000,S,Jellis,8/22/2016,9.7,3103,4,3,2,674,Boroondara,-37.8095,145.0782,Southern Metropolitan,5682,533000,2016
Balwyn,7 Naroo St,4,h,1801000,S,Noel,8/22/2016,9.7,3103,4,2,2,583,Boroondara,-37.8027,145.0694,Southern Metropolitan,5682,450250,2016
Balwyn,27 Metung St,4,h,2410000,S,Fletchers,9/24/2016,9.7,3103,4,2,1,685,Boroondara,-37.8056,145.071,Southern Metropolitan,5682,602500,2016
Balwyn,4/35 Weir St,2,u,650000,S,Jellis,9/24/2016,9.7,3103,2,1,1,0,Boroondara,-37.8147,145.084,Southern Metropolitan,5682,325000,2016
Balwyn,34 Nott St,4,h,2275000,VB,Jellis,2/25/2017,9.7,3103,4,2,1,842,Boroondara,-37.8054,145.0771,Southern Metropolitan,5682,568750,2017
Balwyn,275 Union Rd,5,h,2810000,PI,Jellis,2/25/2017,9.7,3103,5,3,4,1468,Boroondara,-37.8131,145.1,Southern Metropolitan,5682,562000,2017
Balwyn,3/14 Weir St,3,t,1385000,S,Jellis,2/25/2017,9.7,3103,3,2,2,190,Boroondara,-37.8164,145.0846,Southern Metropolitan,5682,461666.6667,2017
Balwyn,26 Wills St,4,h,2000000,PI,hockingstuart,6/27/2016,9.7,3103,3,1,2,739,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682,500000,2016
Balwyn,165 Balwyn Rd,4,h,1900000,S,Mandy,11/27/2016,9.7,3103,4,2,1,665,Boroondara,-37.8057,145.0825,Southern Metropolitan,5682,475000,2016
Balwyn,17 Knutsford St,3,h,3401000,S,Jellis,11/27/2016,9.7,3103,3,2,1,706,Boroondara,-37.8161,145.0748,Southern Metropolitan,5682,1133666.667,2016
Balwyn,47 Naroo St,3,h,1750000,VB,Jellis,11/27/2016,9.7,3103,3,2,3,613,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682,583333.3333,2016
Balwyn,8 Raynes St,5,h,4000000,VB,RT,11/27/2016,9.7,3103,5,4,3,1437,Boroondara,-37.8058,145.0882,Southern Metropolitan,5682,800000,2016
Balwyn,1/74 Balwyn Rd,3,t,1100000,S,hockingstuart,5/28/2016,9.7,3103,3,2,1,259,Boroondara,-37.8161,145.0809,Southern Metropolitan,5682,366666.6667,2016
Balwyn,112 Belmore Rd,5,h,3020000,PI,Jellis,5/28/2016,9.7,3103,5,3,2,715,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682,604000,2016
Balwyn,2 Pembroke Rd,3,h,2950000,S,Jellis,5/28/2016,9.7,3103,4,2,2,650,Boroondara,-37.8167,145.0797,Southern Metropolitan,5682,983333.3333,2016
Balwyn,12 Wills St,5,h,2450000,S,Marshall,5/28/2016,9.7,3103,4,2,2,981,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682,490000,2016
Balwyn,23 Wills St,3,h,1912000,S,Fletchers,5/28/2016,9.7,3103,2,1,2,844,Boroondara,-37.8037,145.0636,Southern Metropolitan,5682,637333.3333,2016
Balwyn,3/12 Brenbeal St,2,u,730000,S,hockingstuart,8/28/2016,9.7,3103,2,1,1,130,Boroondara,-37.812,145.0876,Southern Metropolitan,5682,365000,2016
Balwyn,29 Sevenoaks St,5,h,3900000,PI,Jellis,8/28/2016,9.7,3103,5,7,6,0,Boroondara,-37.8049,145.0748,Southern Metropolitan,5682,780000,2016
Balwyn,321a Union Rd,3,h,1500000,SP,Noel,8/28/2016,9.7,3103,3,2,2,404,Boroondara,-37.8075,145.1011,Southern Metropolitan,5682,500000,2016
Balwyn,46 Yongala St,3,h,1850000,S,Fletchers,8/28/2016,9.7,3103,3,1,1,607,Boroondara,-37.8058,145.0781,Southern Metropolitan,5682,616666.6667,2016
Balwyn,33 Power St,4,h,1700000,VB,Marshall,7/30/2016,9.7,3103,3,1,1,672,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682,425000,2016
Balwyn,5 Shrimpton Ct,2,h,1010000,PI,Marshall,7/30/2016,9.7,3103,2,0,0,1611,Boroondara,-37.8092,145.1016,Southern Metropolitan,5682,505000,2016
Balwyn North,3/41 Clifton St,3,t,1315000,S,hockingstuart,9/3/2016,9.2,3104,3,2,2,260,Boroondara,-37.7966,145.1021,Southern Metropolitan,7809,438333.3333,2016
Balwyn North,153 Doncaster Rd,3,h,1500000,PI,Jellis,9/3/2016,9.2,3104,3,2,1,778,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809,500000,2016
Balwyn North,19 Jacka St,4,h,3230000,S,Jellis,9/3/2016,9.2,3104,4,4,3,1135,Boroondara,-37.8014,145.0892,Southern Metropolitan,7809,807500,2016
Balwyn North,32 Jaserfold St,2,h,1080000,S,Jellis,9/3/2016,9.2,3104,2,1,1,253,Boroondara,-37.7912,145.085,Southern Metropolitan,7809,540000,2016
Balwyn North,30 Abbott St,7,h,1350000,PI,Barry,12/3/2016,9.2,3104,7,2,0,942,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809,192857.1429,2016
Balwyn North,25 Bolinda Rd,4,h,1905000,S,Noel,12/3/2016,9.2,3104,4,2,2,647,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809,476250,2016
Balwyn North,3 Dumblane St,5,h,3300000,PI,hockingstuart,12/3/2016,9.2,3104,5,4,2,760,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809,660000,2016
Balwyn North,30 Hood St,4,h,1900000,VB,Fletchers,12/3/2016,9.2,3104,4,2,2,642,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809,475000,2016
Balwyn North,36 Kenny St,3,h,2251000,S,Marshall,12/3/2016,9.2,3104,3,1,2,888,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809,750333.3333,2016
Balwyn North,13 Riverview Rd,4,h,2205000,PI,RW,12/3/2016,9.2,3104,4,2,2,750,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809,551250,2016
Balwyn North,43 Sweyn St,3,h,1265000,S,hockingstuart,12/3/2016,9.2,3104,3,2,1,347,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809,421666.6667,2016
Balwyn North,3 Highbury St,3,h,2000000,S,R&H,3/4/2017,9.2,3104,3,1,3,772,Boroondara,-37.7938,145.0732,Southern Metropolitan,7809,666666.6667,2017
Balwyn North,14 Kawarren St,4,h,1750000,S,Kay,3/4/2017,9.2,3104,4,2,2,673,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809,437500,2017
Balwyn North,88 Longview Rd,3,h,1450000,VB,Jellis,3/4/2017,9.2,3104,3,1,2,665,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809,483333.3333,2017
Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,3/4/2017,9.2,3104,4,2,2,772,Boroondara,-37.7959,145.0787,Southern Metropolitan,7809,653500,2017
Balwyn North,6 Stuart Ct,4,h,1825000,S,Fletchers,3/4/2017,9.2,3104,4,2,3,736,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809,456250,2017
Balwyn North,61 Sutton St,4,h,2550000,S,Fletchers,3/4/2017,9.2,3104,4,1,4,847,Boroondara,-37.7954,145.0838,Southern Metropolitan,7809,637500,2017
Balwyn North,38 Nevada St,4,h,1570000,SP,Jellis,6/4/2016,9.2,3104,4,2,1,546,Boroondara,-37.7863,145.0905,Southern Metropolitan,7809,392500,2016
Balwyn North,325 Belmore Rd,5,h,3250000,PI,Jellis,8/6/2016,9.2,3104,3,4,2,886,Boroondara,-37.804,145.0951,Southern Metropolitan,7809,650000,2016
Balwyn North,45 Cityview Rd,4,h,1750000,PI,Ray,8/6/2016,9.2,3104,4,3,3,667,Boroondara,-37.7898,145.079,Southern Metropolitan,7809,437500,2016
Balwyn North,15 Ellendale St,3,t,1150000,S,Christopher,8/6/2016,9.2,3104,3,2,1,207,Boroondara,-37.7893,145.092,Southern Metropolitan,7809,383333.3333,2016
Balwyn North,85 Tannock St,3,h,1575000,PI,Noel,8/6/2016,9.2,3104,3,2,2,645,Boroondara,-37.7851,145.0957,Southern Metropolitan,7809,525000,2016
Balwyn North,6 Abassia St,6,h,1505000,S,hockingstuart,5/7/2016,9.2,3104,4,2,2,724,Boroondara,-37.8021,145.0985,Southern Metropolitan,7809,250833.3333,2016
Balwyn North,30 Clifton St,4,h,1572000,S,hockingstuart,5/7/2016,9.2,3104,4,2,2,662,Boroondara,-37.798,145.1007,Southern Metropolitan,7809,393000,2016
Balwyn North,10 Seattle St,4,h,1500000,VB,Jellis,5/7/2016,9.2,3104,3,2,2,610,Boroondara,-37.784,145.0878,Southern Metropolitan,7809,375000,2016
Balwyn North,3/54 Severn St,4,t,1400000,S,Jellis,5/7/2016,9.2,3104,4,2,1,283,Boroondara,-37.7982,145.0688,Southern Metropolitan,7809,350000,2016
Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,11/7/2016,9.2,3104,5,3,2,705,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809,350000,2016
Balwyn North,5 Carrington St,4,h,1850000,VB,Jellis,11/7/2016,9.2,3104,4,2,2,619,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809,462500,2016
Balwyn North,40 Winfield Rd,3,h,1480000,PI,Marshall,11/7/2016,9.2,3104,3,1,2,992,Boroondara,-37.7977,145.1037,Southern Metropolitan,7809,493333.3333,2016
Balwyn North,7 Clifton St,4,h,1400000,PI,hockingstuart,10/8/2016,9.2,3104,4,2,2,714,Boroondara,-37.8007,145.1002,Southern Metropolitan,7809,350000,2016
Balwyn North,3 Clive Ct,4,h,2130000,PI,RW,10/8/2016,9.2,3104,4,3,2,1274,Boroondara,-37.7822,145.0907,Southern Metropolitan,7809,532500,2016
Balwyn North,2/34 Doncaster Rd,3,u,1050000,S,Fletchers,10/8/2016,9.2,3104,3,2,2,244,Boroondara,-37.7933,145.0672,Southern Metropolitan,7809,350000,2016
Balwyn North,7 Page St,5,h,3690000,S,RW,10/8/2016,9.2,3104,4,4,2,624,Boroondara,-37.802,145.0797,Southern Metropolitan,7809,738000,2016
Balwyn North,8 Cash St,4,h,1740000,VB,Jellis,9/10/2016,9.2,3104,4,2,2,610,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809,435000,2016
Balwyn North,7 Grieve St,4,h,2575000,PI,Jellis,9/10/2016,9.2,3104,4,3,2,657,Boroondara,-37.7981,145.0904,Southern Metropolitan,7809,643750,2016
Balwyn North,39 Kawarren St,4,h,1388800,S,Jellis,9/10/2016,9.2,3104,3,2,1,517,Boroondara,-37.783,145.0926,Southern Metropolitan,7809,347200,2016
Balwyn North,185 Doncaster Rd,4,h,1702000,PI,Jellis,12/10/2016,9.2,3104,4,2,2,715,Boroondara,-37.7943,145.083,Southern Metropolitan,7809,425500,2016
Balwyn North,41 Helston St,4,h,1800000,VB,Fletchers/One,12/10/2016,9.2,3104,4,2,4,587,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809,450000,2016
Balwyn North,15 Moody St,4,h,2910000,S,Marshall,12/10/2016,9.2,3104,4,3,2,1070,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809,727500,2016
Balwyn North,53 Sweyn St,2,h,1400000,S,Noel,12/10/2016,9.2,3104,2,1,1,694,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809,700000,2016
Balwyn North,2/11 Winfield Rd,2,t,860000,S,hockingstuart,12/10/2016,9.2,3104,2,2,2,204,Boroondara,-37.8008,145.104,Southern Metropolitan,7809,430000,2016
Balwyn North,13 Lucifer St,4,h,1670000,SP,Marshall,3/11/2017,9.2,3104,4,3,2,689,Boroondara,-37.7871,145.0843,Southern Metropolitan,7809,417500,2017
Balwyn North,141 Greythorn Rd,5,h,1500000,S,hockingstuart,6/12/2016,9.2,3104,3,1,1,800,Boroondara,-37.8023,145.0976,Southern Metropolitan,7809,300000,2016
Balwyn North,23a The Boulevard,5,h,2200000,VB,Noel,6/12/2016,9.2,3104,5,3,2,900,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809,440000,2016
Balwyn North,62 Clifton St,4,h,1350000,VB,Jellis,11/12/2016,9.2,3104,4,2,2,815,Boroondara,-37.794,145.1019,Southern Metropolitan,7809,337500,2016
Balwyn North,5 Lemon Rd,5,h,2070000,SP,Jellis,11/12/2016,9.2,3104,5,2,1,1138,Boroondara,-37.7928,145.1006,Southern Metropolitan,7809,414000,2016
Balwyn North,21 Maud St,3,h,1300000,S,Marshall,11/12/2016,9.2,3104,3,1,2,464,Boroondara,-37.7945,145.0667,Southern Metropolitan,7809,433333.3333,2016
Balwyn North,1 Bolinda Rd,3,h,1700000,VB,Fletchers,8/13/2016,9.2,3104,3,2,3,763,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809,566666.6667,2016
Balwyn North,35 Corhampton Rd,3,h,1750000,VB,Noel,8/13/2016,9.2,3104,2,1,2,854,Boroondara,-37.7971,145.0672,Southern Metropolitan,7809,583333.3333,2016
Balwyn North,151 Bulleen Rd,3,h,980000,SP,Fletchers,5/14/2016,9.2,3104,3,1,1,542,Boroondara,-37.7832,145.0779,Southern Metropolitan,7809,326666.6667,2016
Balwyn North,56a Clifton St,3,h,1230000,S,Noel,5/14/2016,9.2,3104,3,3,1,310,Boroondara,-37.7949,145.1014,Southern Metropolitan,7809,410000,2016
Balwyn North,2 Tudor Ct,7,h,2600000,PI,Barry,5/14/2016,9.2,3104,5,3,3,637,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809,371428.5714,2016
Balwyn North,28 Walnut Rd,4,h,1950000,S,Fletchers,5/14/2016,9.2,3104,3,3,2,665,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809,487500,2016
Balwyn North,14 Dumblane St,5,h,1750000,PI,RW,10/15/2016,9.2,3104,5,2,2,710,Boroondara,-37.7907,145.0916,Southern Metropolitan,7809,350000,2016
Balwyn North,64 Greythorn Rd,5,h,2000000,S,Fletchers,10/15/2016,9.2,3104,5,2,2,1002,Boroondara,-37.796,145.0984,Southern Metropolitan,7809,400000,2016
